Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0.0,0.0,0.0,0.0,31.486465,673.2476,0.008722825,0.018055374,0.0,0.0,Nov,2,2,3,3,Returning_Visitor,True,False
8.0,99.64654,3.0,192.62392,30.0,727.8117,0.0,0.007485834,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,46.77119,0.02703466,0.06042901,0.0,0.0,Mar,3,2,3,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,25.0,633.00287,0.0,0.009081025,0.0,0.0,Mar,4,1,3,1,Returning_Visitor,True,False
0.0,0.0,1.0,72.53072,13.677096,1187.3876,0.012201021,0.035422143,0.0,0.2,May,2,2,7,6,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.0,0.4,May,2,2,8,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,14.0,1234.5476,0.0,0.024324868,19.006601,0.0,May,1,1,2,1,Returning_Visitor,True,False
7.0,181.03786,4.0,116.66539,33.0,836.75146,0.028571429,0.039370578,0.0,0.0,Aug,3,2,3,2,Returning_Visitor,False,False
5.0,55.491047,1.0,93.47546,21.0,539.0188,0.0056635225,0.028571429,0.0,0.0,May,2,2,1,6,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.0,0.0,June,1,1,2,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,15.052854,0.2,0.2,0.0,0.0,May,3,2,3,4,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,13.0,327.5703,0.0,0.025,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,False,True
3.0,22.857035,0.0,0.0,8.0,618.61597,0.0,0.026654832,0.0,0.0,Nov,2,2,8,2,New_Visitor,False,True
1.0,17.6467,2.0,346.9606,13.0,336.8177,0.0032953918,0.013333333,0.0,0.0,Mar,2,4,4,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,71.548706,2922.9912,0.0010091529,0.01927898,0.0,0.0,Nov,2,2,9,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.0,0.8,May,3,2,2,3,Returning_Visitor,False,False
1.0,0.0,0.0,0.0,16.0,296.81995,0.019099306,0.03333333,11.938677,0.0,Mar,2,2,1,2,Returning_Visitor,True,True
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,May,1,1,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,5.0,35.96268,0.03976387,0.15,0.0,0.0,May,2,4,7,6,Returning_Visitor,False,False
4.0,222.04022,0.0,0.0,29.0,655.10425,0.0133914985,0.019336175,0.0,0.0,Dec,3,2,1,1,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Mar,2,4,7,1,Returning_Visitor,False,False
4.0,43.25108,4.0,360.84338,15.0,596.8858,0.0,0.012153129,17.694601,0.0,May,1,1,1,4,New_Visitor,False,True
3.0,106.27872,0.0,0.0,80.74758,1648.393,0.0029296644,0.014285714,0.0,0.0,Nov,2,2,1,10,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,32.0,1210.5134,0.0,0.01738557,0.0,0.0,Nov,2,2,7,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,69.21604,1262.3623,0.006782488,0.0006968921,0.0,0.0,Aug,2,2,1,2,New_Visitor,False,False
0.0,0.0,0.0,0.0,8.0,820.53424,0.0,0.05,0.0,0.0,Feb,1,1,4,2,Returning_Visitor,False,False
2.0,275.09283,2.0,388.21466,45.0,1070.9491,0.009286459,0.03333333,0.0,0.0,Jul,2,2,7,1,Returning_Visitor,False,False
1.0,1.5278866,0.0,0.0,7.0,324.51974,0.0,0.02229394,0.0,0.0,Dec,3,2,1,8,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,4.0,186.29382,0.0,0.04,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Oct,2,2,6,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,16.0,136.04955,0.07605658,0.1338184,0.0,0.0,Aug,1,1,3,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,18.75645,396.4355,0.032761082,0.06454289,0.0,0.0,Aug,2,2,4,1,Returning_Visitor,False,False
11.0,122.06595,0.0,0.0,46.278812,1520.3972,0.0063014496,0.018420616,0.0,0.0,Nov,1,1,3,10,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,9.0,417.5471,0.0,0.013330434,0.0,0.0,Nov,3,2,3,2,New_Visitor,True,False
7.0,181.78265,0.0,0.0,27.0,1342.3651,0.0,0.01067312,3.585918,0.0,Dec,2,2,7,2,New_Visitor,False,True
4.0,314.45914,0.0,0.0,22.0,942.1042,0.00654686,0.02,19.289743,0.0,May,1,2,1,3,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,11.0,416.67514,0.0,0.03333333,0.0,0.8,May,1,1,1,4,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.1810503,223.86682,0.0,0.04575861,0.0,0.0,Nov,3,2,3,2,New_Visitor,False,False
3.0,157.35646,0.0,0.0,15.0,1580.7117,0.0,0.004387576,55.091187,0.0,Nov,2,2,9,8,New_Visitor,False,True
0.0,0.0,1.0,63.16265,8.0,1062.307,0.053957097,0.06666667,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,16.0,531.22565,0.026765885,0.07065556,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,7.0,65.30068,0.0,0.053997714,0.0,0.0,May,2,2,2,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,13.0,460.1687,0.05,0.09750686,0.0,0.0,Nov,3,6,9,13,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,9.0,72.107315,0.04,0.08756149,0.0,0.0,May,4,1,4,2,Returning_Visitor,False,False
2.0,33.856518,0.0,0.0,15.0,687.4592,0.0,0.03333333,18.020454,0.0,Mar,4,5,6,1,Returning_Visitor,False,False
1.0,31.87107,0.0,0.0,24.0,425.19543,0.0,0.009395592,0.0,0.0,Jul,2,2,1,1,New_Visitor,True,False
2.0,75.432945,0.0,0.0,28.0,758.0744,0.0,0.003867845,0.0,0.0,Mar,2,4,6,6,Returning_Visitor,False,False
8.0,182.63533,0.0,0.0,28.908194,2013.933,0.0,0.0072027626,132.94507,0.0,Jul,1,8,1,11,Returning_Visitor,False,True
6.0,143.28622,0.0,0.0,145.12308,4558.0576,0.008333333,0.00955242,3.951513,0.0,Aug,3,2,1,11,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,44.39754,3504.2,0.004148104,0.027218143,0.0,0.0,Nov,2,2,3,8,New_Visitor,False,False
3.0,44.23561,0.0,0.0,76.58477,4230.4233,0.009229203,0.017821465,13.591485,0.0,Dec,1,1,1,2,Returning_Visitor,False,False
5.0,328.1842,0.0,0.0,42.468117,2160.555,0.0,0.027702687,17.207493,0.0,May,1,1,1,1,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,4.0,35.0319,0.067245014,0.13051566,0.0,0.0,May,3,2,1,1,Returning_Visitor,False,False
2.0,227.13898,0.0,0.0,61.250923,1080.3475,0.0048647616,0.022826787,2.8158555,0.0,Oct,2,2,4,13,Returning_Visitor,True,True
3.0,17.640776,0.0,0.0,24.0,492.36246,0.0,0.016163735,0.0,0.0,Aug,2,2,3,5,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,25.0,1411.551,0.043110643,0.07998666,0.0,0.6,May,2,5,4,3,Returning_Visitor,False,False
4.0,79.46656,1.0,11.864578,13.0,341.73975,0.023461804,0.039818194,0.0,0.0,May,2,2,1,4,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,9.0,196.00911,0.0,0.03333333,0.0,0.0,May,2,10,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,14.22996,310.44467,0.0,0.024972154,0.0,0.0,Nov,3,2,9,2,New_Visitor,True,False
0.0,0.0,0.0,0.0,4.2886224,98.638115,0.05,0.07486717,0.0,0.0,Mar,2,2,1,11,Returning_Visitor,True,False
0.0,0.0,2.0,9.373266,98.968414,2424.236,0.0,0.010208774,0.0,0.0,Nov,2,2,4,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,6.0,59.00654,0.0,0.031437308,0.0,0.0,May,2,2,3,13,Returning_Visitor,False,False
1.0,137.15779,3.0,3.4806612,48.860603,1341.4103,0.0,0.013333333,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Nov,3,2,8,2,Returning_Visitor,False,False
3.0,213.7001,0.0,0.0,34.0,2528.9746,0.010040712,0.015767686,0.0,0.0,Nov,1,1,9,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,15.0,342.04477,0.0,0.009235863,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,True,False
4.0,64.02803,0.0,0.0,12.0,329.04855,0.014285714,0.015611688,0.0,0.0,Jul,3,2,4,4,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,43.99517,873.57886,0.012719082,0.036814,0.0,0.0,Feb,1,1,1,1,Returning_Visitor,False,False
3.0,130.789,0.0,0.0,26.0,675.19025,0.010476688,0.01949214,0.0,0.0,Sep,1,1,6,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,8.0,1860.3673,0.025,0.066356935,0.0,0.0,Feb,2,4,3,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,8.0,352.89316,0.03870926,0.030191677,0.0,0.0,Dec,3,2,3,4,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.0,0.0,May,2,2,6,6,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,12.0,889.3929,0.0,0.015065743,0.0,0.8,May,2,2,1,5,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,7.0,127.24018,0.022131303,0.075,0.0,0.0,Feb,3,2,3,5,Returning_Visitor,False,False
4.0,164.16171,0.0,0.0,10.0,277.35065,0.0,0.014285714,0.0,0.0,Nov,2,2,3,1,Returning_Visitor,False,False
2.0,76.84129,0.0,0.0,13.0,166.48248,0.0,0.00824561,0.0,0.0,May,2,2,1,2,New_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,27.270805,0.0,0.11636141,0.0,0.0,Aug,2,2,3,1,Returning_Visitor,False,False
0.0,0.0,1.0,17.646713,27.0,1263.9141,0.0,0.0076398817,0.0,0.0,Nov,4,1,3,2,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,43.57706,859.2007,0.025,0.035885066,0.0,0.0,Dec,1,2,3,2,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,4.0,61.792675,0.0,0.04,0.0,0.0,Mar,2,2,3,10,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,5.0,129.7176,0.0,0.06666667,0.0,1.0,May,1,1,7,1,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,10.0,223.0938,0.03333333,0.06666667,0.0,0.0,Jul,2,2,8,2,Returning_Visitor,False,False
4.0,51.150673,0.0,0.0,19.0,446.2749,0.0,0.03237328,0.0,0.0,Dec,1,1,1,3,Returning_Visitor,False,False
6.0,306.58914,0.0,0.0,6.0,200.77016,0.0,0.0007753052,0.0,0.0,Dec,2,2,2,2,Returning_Visitor,False,False
1.0,48.916428,2.0,0.0,23.0,1057.7963,0.04003149,0.077815756,25.043043,0.0,Jul,3,2,1,11,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,18.0,485.702,0.011111111,0.03989549,0.0,0.0,Dec,2,2,7,3,Returning_Visitor,True,True
4.0,116.64655,1.0,38.65327,29.0,1535.5002,0.0,0.004836297,267.70682,0.0,Mar,2,2,1,6,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Mar,2,2,7,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Nov,2,2,9,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,8.0,474.88782,0.03333333,0.1,0.0,0.0,Dec,2,2,1,10,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,May,2,2,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,10.0,408.11676,0.085633166,0.116169326,0.0,0.8,May,2,2,1,6,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,14.927497,180.3941,0.016361881,0.042242162,0.0,0.8,May,2,2,3,3,Returning_Visitor,False,False
6.0,103.60713,0.0,0.0,110.35352,3776.0125,0.014161385,0.030308755,0.0,0.42879352,May,2,2,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,49.178993,0.0,0.04302347,18.015602,0.0,Dec,8,13,9,20,Other,False,True
2.0,17.059212,3.0,95.54495,48.849728,3171.8447,0.0,0.016666668,13.574499,0.0,Nov,2,2,2,2,Returning_Visitor,False,False
1.7578106,33.358513,1.0,58.319,73.438644,3512.7087,0.0,0.018181818,0.0,0.6,May,2,10,2,2,Returning_Visitor,False,False
8.0,101.62318,2.0,481.58243,91.510315,5259.9688,0.00864228,0.025,0.0,0.0,Nov,3,2,7,2,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,10.0,218.35878,0.0,0.028443182,0.0,0.0,Mar,3,2,6,1,Returning_Visitor,False,False
4.0,104.29489,3.0,141.59871,75.62582,2601.8901,0.0069042314,0.010528983,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,False,False
6.0,187.06831,0.0,0.0,12.0,2222.7537,0.0,0.010766394,9.36879,0.0,Mar,1,1,3,1,New_Visitor,False,False
0.0,0.0,0.0,0.0,7.0,96.26499,0.027290339,0.05,0.0,0.0,Dec,1,1,1,2,New_Visitor,False,False
2.0,115.972404,0.0,0.0,6.0,294.7036,0.0,0.021956978,0.0,0.0,Dec,3,12,3,4,Returning_Visitor,True,False
1.0,13.354161,0.0,0.0,12.0,414.97876,0.0,0.017008273,0.0,0.0,Mar,1,1,1,20,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,25.0,826.6239,0.028571429,0.042419508,0.0,0.4,May,2,2,4,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,30.0,1389.3792,0.0,0.013364538,0.0,0.0,Dec,2,2,1,4,Returning_Visitor,False,False
17.702745,312.13474,6.7481556,223.01942,78.08609,2009.9417,0.00920572,0.020008212,17.738728,0.0,Nov,3,2,1,2,Returning_Visitor,False,True
1.0,18.491259,2.0,47.69838,107.3224,2474.1443,0.0,0.005893852,0.0,0.0,May,2,4,9,3,Returning_Visitor,False,False
1.0,29.836912,2.0,162.33296,20.0,497.52997,0.015988609,0.038454186,6.756745,0.0,Nov,2,2,4,20,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,10.0,275.71967,0.0,0.0031130754,0.0,0.0,May,3,2,3,2,Returning_Visitor,False,False
6.0,166.25536,0.0,0.0,53.0,2157.2578,0.0,0.025800163,6.0484166,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,75.025345,0.0577884,0.11167199,0.0,0.0,Mar,3,2,1,2,Returning_Visitor,True,False
4.0,174.38403,0.0,0.0,11.0,100.00441,0.0,0.016666668,0.0,0.0,Oct,1,1,3,4,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,30.0,1272.331,0.0,0.016926747,0.0,0.0,Dec,2,2,2,2,New_Visitor,False,False
2.0,87.30056,5.0,228.89407,75.07367,1925.3497,0.0053309794,0.019434396,0.0,0.0,Aug,2,2,1,2,Returning_Visitor,False,False
2.0,49.509514,0.0,0.0,19.0,902.40356,0.0,0.0017923625,20.710829,0.0,May,1,1,2,2,New_Visitor,True,True
2.0,21.983038,0.0,0.0,12.4775,336.48236,0.022222223,0.028601622,0.0,0.0,Dec,1,1,2,10,Returning_Visitor,False,False
2.0,259.4036,0.0,0.0,170.3187,5512.7935,0.0020666672,0.02413497,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Dec,1,1,1,4,Returning_Visitor,False,False
1.0,11.723264,0.0,0.0,15.0,356.2763,0.0,0.008445,14.778473,0.0,Nov,1,1,1,2,New_Visitor,False,True
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,14.0,403.63943,0.0,0.03333333,2.827861,0.0,Nov,2,2,2,20,Returning_Visitor,False,True
1.0,24.681763,4.0,25.291798,48.005943,1566.8087,0.0,0.0060786135,0.0,0.0,May,2,2,1,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,21.0,259.39395,0.020005396,0.052046105,0.0,0.0,Sep,3,2,3,20,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,18.0,914.672,0.014902489,0.030406596,0.0,0.0,Mar,2,5,1,2,Returning_Visitor,False,False
4.0,68.99822,0.0,0.0,10.0,274.78375,0.0,0.014812489,0.0,0.0,Oct,3,2,3,3,New_Visitor,False,False
0.0,0.0,0.0,0.0,114.46506,5561.629,0.00560012,0.02849697,0.0,0.0,Nov,2,2,9,1,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,7.0,261.91327,0.016584335,0.025,0.0,0.6,May,2,2,1,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,11.0,186.92026,0.043974068,0.1,0.0,0.0,May,2,2,2,3,Returning_Visitor,False,False
3.4470804,225.49419,0.0,0.0,21.101988,1258.6095,0.0,0.012485482,0.0,0.0,May,2,4,1,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,33.0,4215.007,0.018400475,0.05693228,0.0,0.0,Dec,2,2,3,1,Returning_Visitor,False,False
4.0,38.33864,1.0,24.986744,13.0,480.525,0.0,0.008396551,0.0,0.0,Oct,3,2,3,2,New_Visitor,False,False
7.0,650.21783,2.0,52.675938,62.28475,2694.7134,0.0,0.005872915,14.070443,0.0,Nov,2,2,1,2,New_Visitor,False,True
3.0,32.01519,0.0,0.0,43.0,908.3059,0.0,0.014285714,0.0,0.0,Dec,2,2,1,5,Returning_Visitor,False,True
0.0,0.0,1.0,77.54647,4.0,218.6728,0.2,0.118259,0.0,0.6,May,1,1,2,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,6.0,118.40849,0.054410633,0.15,0.0,0.2,May,1,1,7,20,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,31.356157,0.0,0.076758176,0.0,0.0,Mar,2,2,7,10,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,9.0,201.07495,0.014922787,0.015366193,0.0,0.0,Mar,3,2,8,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,9.0,183.42213,0.0,0.025266806,0.0,0.0,Oct,2,2,1,2,New_Visitor,True,False
0.0,0.0,0.0,0.0,11.0,199.86957,0.027900133,0.052904963,0.0,0.0,Nov,3,2,1,13,Returning_Visitor,False,False
1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Nov,3,2,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,23.875767,1555.7816,0.017137168,0.030042717,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,3.1511467,41.49421,0.051681224,0.12482893,0.0,0.0,Nov,2,2,1,11,Returning_Visitor,False,False
1.0,38.37051,0.0,0.0,50.175343,3232.1099,0.003493297,0.027146108,5.3949313,0.0,May,2,2,3,1,Returning_Visitor,False,False
1.0,13.200575,0.0,0.0,8.0,92.19058,0.0,0.030457031,0.0,0.0,Jul,1,1,2,20,New_Visitor,True,False
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,Dec,1,1,1,1,Returning_Visitor,False,False
2.0,10.3909235,0.0,0.0,57.5838,2095.6636,0.0,0.008197593,0.0,0.8,May,2,2,1,3,New_Visitor,False,False
0.0,0.0,0.0,0.0,10.0,271.07877,0.0,0.016666668,0.0,0.0,Nov,3,2,1,8,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,11.86509,294.9479,0.0,0.040058333,0.0,0.0,Nov,2,2,3,1,Returning_Visitor,False,False
4.0,157.35147,2.2967427,68.145775,12.0,775.8899,0.0,0.004689392,16.899702,0.0,Aug,2,10,4,4,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,19.0,332.20038,0.024226613,0.029910756,0.0,0.6,May,1,1,1,6,Returning_Visitor,False,False
1.0,0.0,0.0,0.0,20.0,2950.6326,0.0,0.028571429,3.4933026,0.0,Nov,2,5,8,8,Returning_Visitor,True,True
5.0,131.96884,0.0,0.0,76.87494,2790.843,0.0074619316,0.024930676,8.080727,0.0,Mar,1,1,3,3,Returning_Visitor,False,True
5.0,148.53368,0.0,0.0,3.0,61.30382,0.0,0.028281534,0.0,0.0,Dec,2,2,1,2,New_Visitor,False,False
0.0,0.0,2.0,95.56518,58.68236,3433.518,0.0019759894,0.010527182,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,32.321117,2810.141,0.018086271,0.030882094,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,11.0,1959.7717,0.020445272,0.06690171,0.0,0.8,May,2,2,3,3,Returning_Visitor,False,False
1.0,0.0,0.0,0.0,22.0,1000.5762,0.0,0.01933564,0.0,0.0,Dec,2,2,1,2,New_Visitor,False,False
0.0,0.0,0.0,0.0,53.152885,2859.8828,0.007784411,0.022222223,0.0,0.0,Nov,2,5,5,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,48.742054,0.0,0.04,0.0,0.0,May,3,2,1,4,Returning_Visitor,False,False
4.0,67.56027,0.0,0.0,41.0,808.23755,0.022222223,0.05,0.0,0.0,May,2,2,4,5,Returning_Visitor,False,False
1.0,45.502144,1.0,92.39537,4.0,50.125587,0.04,0.06666667,0.0,0.0,Oct,2,2,1,4,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,23.0,869.6982,0.0,0.006191992,0.0,0.0,Mar,2,4,3,2,Returning_Visitor,False,False
1.0,30.867903,1.0,125.988655,80.43639,1788.7179,0.03286383,0.054968067,19.14352,0.6,May,2,5,7,2,Returning_Visitor,False,False
7.2301655,264.02933,23.869267,0.0,59.0,1463.2393,0.0069838124,0.026736554,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,15.0,841.7711,0.0,0.011707061,31.883743,0.0,Nov,1,1,9,2,New_Visitor,False,True
0.0,0.0,0.0,0.0,10.143388,187.5125,0.06666667,0.069208525,0.0,0.0,Nov,2,2,3,13,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,19.941895,341.63367,0.027573962,0.056816373,0.0,0.37809783,May,2,4,3,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,6.0,320.39807,0.0,0.02,0.0,0.0,May,1,1,1,5,New_Visitor,False,False
3.0,127.207184,0.0,0.0,44.298145,1826.4847,0.012759806,0.018942468,0.0,0.0,May,3,2,1,3,Returning_Visitor,False,False
10.018651,261.58908,3.0,62.89414,39.0,1095.0673,0.010715039,0.023616368,4.9883823,0.0,Nov,2,5,1,3,Returning_Visitor,False,True
0.0,0.0,0.0,30.38613,12.0,614.29706,0.0,0.013759082,0.0,0.2,May,2,5,6,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,6.0,172.12622,0.0,0.03616113,0.0,0.4,May,2,2,1,4,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,8.0,83.542305,0.0,0.075348064,0.0,0.0,May,1,1,6,1,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,14.0,1215.2162,0.00929513,0.026699897,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
8.0,151.15132,2.0,73.061195,26.654198,666.83105,0.012494771,0.027138874,15.748844,0.0,May,3,2,3,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,96.71225,0.0,0.060956925,0.0,0.0,Jul,1,1,3,1,Returning_Visitor,False,False
