Length,Width,Size,Conc,Conc1,Asym,M3Long,M3Trans,Alpha,Dist,class
19.502993,11.639579,2.0845578,0.55973357,0.3702248,58.39081,-113.495255,-204.80579,5.2633157,91.3031,g
51.961227,20.58659,2.3817902,0.3527709,0.12801588,13.149892,13.545916,-5.2645087,22.382998,245.52878,g
28.847027,6.384856,2.6342309,0.75084686,0.1540112,1.4207857,-14.643662,-18.837984,19.77192,100.994804,g
29.436453,0.0,2.743899,0.68783754,0.31604636,-56.27643,-45.36069,-9.622885,1.0375214,261.3179,g
36.498108,36.124413,2.8901458,0.32174706,0.1014497,12.486944,14.305999,-10.880132,11.5517025,236.51854,h
48.985302,14.46235,2.1174173,0.7205552,0.2858876,3.2758915,10.063546,-16.060476,75.27259,214.32562,h
33.05418,12.852422,3.0264387,0.19054064,0.120993845,23.301796,8.233072,-19.283197,9.619405,107.13214,g
24.859339,44.416107,2.4254842,0.642078,0.14127494,-93.91627,-11.511079,9.652794,27.107016,165.26521,h
22.283186,0.0,2.4063509,0.7222575,0.2430473,4.0812716,7.9468517,64.17587,5.4044795,186.92368,h
87.40202,17.440855,2.9327598,0.49773222,0.2809212,-195.60893,-7.458336,4.161561,63.287903,162.5767,g
44.849552,10.8710985,2.9577842,0.30906677,0.08368864,14.014328,41.438633,24.862692,15.247083,109.43571,h
29.374329,14.446217,2.2611632,0.24179904,0.28315625,-49.18656,200.47842,-8.299446,2.115403,306.03662,g
103.352264,37.7376,3.2466493,0.45602566,0.28244096,8.411356,-125.756935,4.520689,89.84441,113.976875,h
81.13501,12.762502,2.6554036,0.21280701,0.06805427,-14.69058,-18.436405,16.503357,5.0720725,30.316946,h
21.923685,18.091465,3.0590696,0.46331245,0.13939553,-12.42668,-13.547328,5.0935802,68.18375,325.22958,h
32.957577,23.476826,2.3861861,0.3532877,0.102520294,-68.12886,-161.21486,3.2296596,20.222204,230.99715,h
26.427658,16.061153,2.8874917,0.2789989,0.13212557,-64.71872,227.07826,18.299026,87.202644,78.303604,h
28.761002,10.622677,2.427642,0.6112634,0.323705,1.1972598,-58.57296,24.752222,21.518013,77.12971,h
38.476555,10.127275,2.8623374,0.13569745,0.23460363,-56.585102,-20.611897,10.636463,56.02207,163.5141,h
26.409237,21.38203,2.2645595,0.60159045,0.25604716,51.251682,-24.332531,4.2220836,17.942211,193.98154,h
37.318916,16.701578,2.7205026,0.44561177,0.23104069,35.273827,221.72398,5.393807,1.4017283,132.49927,g
47.713737,21.29109,2.529988,0.22663023,0.17038852,-23.791777,212.23265,26.29899,15.368782,116.97781,h
29.275723,11.067509,2.6818328,0.45515206,0.23748252,20.933765,61.877884,5.357095,5.91854,169.09396,h
50.010204,22.320412,2.5275288,0.2894934,0.1831189,-15.797475,78.52714,14.220653,32.93073,201.08652,g
36.78811,9.978145,2.8311603,0.5336438,0.3139525,98.35345,4.830091,-13.757044,44.939335,158.3995,h
20.424507,11.221644,2.584301,0.30091056,0.15700169,143.75673,-12.644132,-7.994421,6.992313,142.59908,g
36.681263,18.79061,2.470935,0.42186356,0.33951226,53.797573,-30.623621,-10.709591,89.461754,97.18131,h
22.957872,18.298412,2.8315063,0.26657343,0.06985001,16.392712,-12.973955,-173.4833,86.1507,211.12816,h
16.501873,15.553935,2.6478572,0.26347673,0.121498525,215.77185,238.0939,7.997597,73.77984,187.45146,g
33.932552,20.728086,2.921622,0.5552037,0.21713355,-38.728207,18.575434,22.614079,7.606013,186.15948,g
52.320206,13.31584,2.7403994,0.29868543,0.24143775,-229.8604,3.1806877,4.4579673,29.814241,181.74803,g
29.951063,27.526655,2.9335747,0.5443147,0.15551849,-17.33956,80.59915,-20.49347,44.757114,130.92027,h
43.068817,15.6340275,2.6197987,0.16102906,0.108906135,166.74466,30.967041,26.88621,1.6670631,217.63086,g
48.016277,22.201082,2.5267804,0.5343236,0.16461779,13.81612,100.75644,8.685548,8.048529,244.02681,h
25.118456,11.136809,2.4045258,0.38452628,0.25399593,-21.706821,-31.94478,14.988328,2.2479484,237.45883,h
21.385443,14.763331,2.2774615,0.30741203,0.2687717,-22.3076,50.384632,42.598137,36.59243,96.84418,g
54.12408,21.431526,2.447986,0.3067302,0.10704378,26.707403,-72.91697,14.276774,10.15019,164.57072,g
25.169703,7.297182,2.6476355,0.317019,0.029126996,8.250139,-10.1074915,-204.38623,3.5904706,122.61274,g
18.972738,0.0,2.1358356,0.038736977,0.23013884,4.7934794,90.841644,-11.097404,7.107565,148.71828,h
40.42674,22.164284,2.5670645,0.3409083,0.21087784,-7.73649,97.42574,-205.88362,18.65359,204.86278,h
46.65765,0.0,2.7633927,0.41443074,0.17564183,37.74834,198.16763,28.88935,88.011894,124.371376,h
46.554314,9.853385,2.645714,0.2967936,0.20632124,0.58619136,-8.163491,-32.494762,51.53357,234.46562,h
41.26352,8.1443846e-05,3.4598072,0.19319648,0.18947202,42.355717,24.460234,-8.540281,0.9323886,125.25376,h
51.14734,27.42679,2.4768355,0.203455,0.10362957,18.876207,236.49591,7.616011,0.18284579,161.83812,g
35.514545,19.745148,2.5385115,0.15306306,0.22827712,-214.54515,73.02234,8.191169,87.019714,185.89874,h
29.723866,21.240032,3.2965677,0.36783174,0.12612323,-58.654007,66.65734,9.421011,7.962925,139.61778,h
47.090904,17.258308,2.86604,0.29859233,0.22752942,-4.248326,63.375813,-7.3612194,71.112755,152.62386,g
19.529667,13.68396,3.3413153,0.19572832,0.2667986,-128.76065,-201.38551,-8.162239,89.88119,132.46848,g
54.80455,7.4412885,2.6769197,0.15832229,0.27216178,-11.233687,-19.659367,2.9937356,2.1801114,245.19449,g
29.851051,12.718093,2.25004,0.29356986,0.19873849,-12.92726,-9.848265,-11.059765,3.7169037,161.9276,g
171.20828,15.234582,2.8641877,0.6981171,0.12043411,-85.63495,21.690199,-5.6631703,2.1830518,126.12552,h
29.583687,29.162733,2.7969837,0.4201742,0.04352511,174.83876,23.541016,27.841703,1.6989982,181.09995,h
46.773952,41.10205,2.6921637,0.3154962,0.42728823,-12.703832,101.37709,9.732886,2.3018725,246.43442,g
87.08065,16.329195,2.6787717,0.16808742,0.3413895,-84.98986,47.464165,14.902306,35.63676,134.85417,h
30.85905,29.212969,2.75877,0.4091756,0.17280498,-35.08362,10.629116,46.22998,0.046877455,293.63678,g
30.599936,13.368574,2.6566403,0.33849367,0.36222747,2.4714394,23.726202,-90.164185,32.545944,129.97908,g
27.478794,25.305138,2.8919451,0.36058357,0.3356382,56.565407,226.18097,14.791631,5.2898026,97.89041,h
19.591915,11.351498,2.2303157,0.23989484,0.26623333,-6.4717073,-6.7173147,9.667946,19.251982,190.50659,g
21.170212,10.175079,2.3783948,0.51572,0.4601859,19.438133,15.819763,-80.62501,3.2530572,25.535275,h
21.085627,10.916742,2.6723135,0.43397972,0.40084496,25.189022,231.08374,58.2328,17.32573,156.41528,h
31.122269,8.318435,2.9067914,0.58994895,0.3632831,16.384716,-7.8910046,-9.719542,0.47180355,178.59279,g
29.945324,13.5233135,2.582764,0.33739024,0.2959073,-148.68826,-8.23109,-72.10031,74.48781,249.01614,h
33.545227,30.676147,2.4427412,0.38415998,0.09298869,87.795876,62.265438,10.9332075,45.944973,53.902966,h
27.008186,24.146091,2.3163607,0.1337773,0.14257647,47.899338,49.187057,17.01125,86.200966,99.947754,g
32.999416,21.835121,2.90069,0.21360461,0.16921425,42.93279,-163.74348,-97.345924,6.8344293,252.63501,g
26.297659,7.2514763,2.1318731,0.7036453,0.39751577,16.742125,37.163128,36.293198,11.140426,264.73544,g
30.41258,37.084396,3.777398,0.05430702,0.1720598,-10.249008,27.710619,15.259746,1.1937121,59.94454,g
37.5091,8.448647,2.422705,0.7559121,0.30292475,-454.95255,9.8228245,-28.133152,5.7554207,18.23797,g
33.72624,19.618309,2.0801833,0.12682669,0.32447848,12.993443,20.229181,57.997074,13.281548,212.36327,h
29.860592,6.3597836,2.4319055,0.704329,0.2559588,44.631245,-10.654592,-7.844468,8.049706,116.34619,g
20.085442,10.417533,2.4010267,0.5196949,0.30547416,-116.05194,8.20134,8.510052,8.263648,165.12544,h
31.399544,34.38551,2.868283,0.31950212,0.09859786,-137.39566,134.79524,11.812932,85.546585,148.19887,g
21.125526,19.856867,2.2651262,0.28043222,0.15080953,10.81254,-52.010197,9.9862385,20.55111,129.83553,g
79.84132,37.248135,2.975894,0.2112454,0.098980434,3.1302252,-7.5647316,18.62537,18.437466,103.335014,h
93.08179,25.703352,2.4107018,0.3094643,0.145864,22.733408,34.68324,13.190712,3.0550003,223.85643,g
35.135124,18.240625,3.3059678,0.175313,0.23608486,-1.8602138,16.463795,26.017113,14.1131735,82.53034,g
30.155449,23.666603,2.3487124,0.19547266,0.15547103,-78.4866,10.711072,18.924461,75.98048,85.442474,h
47.902077,17.055151,2.6016443,0.1772827,0.27205825,-58.362938,130.25674,64.85111,3.9854264,233.5971,g
23.150322,16.120842,3.0439293,0.3443715,0.20081717,14.98933,34.280067,13.962763,8.347891,175.33078,g
26.05343,10.003853,2.5419452,0.4991997,0.15476765,14.046538,-6.221292,35.210995,6.3467193,181.95172,h
27.731667,12.923459,2.0867152,0.18591918,0.3534256,-246.26614,63.79387,11.499105,0.39755708,226.14581,g
20.163227,11.982708,2.5732327,0.4744599,0.13594621,54.880123,-14.284723,22.278542,11.43407,214.14612,h
54.922997,19.115887,2.154941,0.30861416,0.28909308,71.36584,3.7203612,-5.808092,14.933138,91.620705,h
24.709085,18.01201,2.6288986,0.09157234,0.08963041,-224.80373,94.2333,10.293514,62.827297,122.88409,h
72.41206,24.651012,2.9337194,0.17152028,0.17146252,78.45247,183.53163,-15.141768,8.464222,195.33768,h
33.410046,7.8938837,2.2868528,0.38343865,0.4305465,-89.831,40.873024,-182.57779,9.209995,336.48203,h
49.588097,19.81084,2.441397,0.15966459,0.08955933,109.7313,95.79917,14.042355,36.147457,205.17505,g
26.65961,19.088665,2.5165648,0.53558165,0.3117836,-47.847958,-118.964745,11.226523,9.648663,218.64862,h
75.95141,25.409369,2.5849729,0.22394532,0.31764638,-52.32402,20.16167,6.446124,5.201075,146.4675,h
18.988573,12.360912,2.4357007,0.42300504,0.08778189,-6.147587,34.589607,-7.755021,42.837505,153.21068,h
20.571562,12.034765,2.6458538,0.42211416,0.09459238,-14.255552,20.750978,16.289646,3.2613053,97.04631,g
61.615944,23.35367,3.0457964,0.7598006,0.40863553,-387.1461,-80.01848,15.704981,11.563332,266.04633,h
92.5484,19.674149,3.2391446,0.14983238,0.068531446,14.567787,16.830994,19.314308,32.85923,243.19003,h
19.9326,22.081871,2.4585772,0.5873438,0.28294,-354.47662,5.11843,16.761318,20.22835,233.75485,h
43.09996,14.278643,2.800082,0.2874145,0.14601777,33.77964,48.254745,16.375439,5.8744755,137.62328,h
21.723316,49.892673,2.69505,0.4233587,0.158635,28.929249,0.0002853411,8.634029,7.169845,117.38753,g
39.57637,15.794677,3.222198,0.23824704,0.16302043,-15.374226,33.727318,-117.200226,30.643936,309.18088,h
30.557907,0.0,2.19146,0.4945621,0.0142628215,41.459686,18.21638,12.915995,1.0748261,218.46431,g
26.443256,11.195656,2.5993326,0.34591806,0.27712664,81.109375,4.929445,14.215341,1.6019645,111.4805,g
63.469955,12.841939,2.9919982,0.4882902,0.20415495,-12.123695,68.41729,67.65027,42.78065,101.65735,h
27.926561,39.87315,4.3067284,0.16724457,0.2923497,20.42688,93.07104,-11.814313,8.835876,67.24071,h
73.933044,73.87842,3.3061318,0.22349568,0.111727074,14.933544,18.034977,58.129692,13.988921,185.73274,h
51.767223,21.383833,2.4983056,0.3780681,0.4469102,109.16973,-7.260706,8.7750845,14.389977,51.48925,h
19.926271,12.0719595,2.516292,0.19338371,0.4295835,70.37338,19.837332,83.25376,19.128624,209.71107,h
27.768932,6.8430505,2.4213428,0.11448923,0.10173394,36.4681,96.187225,-7.366351,7.504287,256.40897,g
19.116308,11.826203,2.5620015,0.10729544,0.13335748,87.29932,80.87272,13.601767,54.069313,66.86425,h
102.37944,19.354994,3.2729783,0.19474028,0.086172976,5.168825,85.27911,17.818808,1.4632543,141.88048,h
16.198927,9.402432,2.2483041,0.23825622,0.09950981,-84.0185,33.445927,-21.645452,85.356064,132.6493,h
50.137363,28.317518,2.6994328,0.29833266,0.1746854,-61.73026,24.82805,20.916975,31.051918,185.11351,h
24.110186,15.306945,2.6719804,0.23152843,0.05774593,-107.36118,5.777851,21.270014,63.94975,111.511284,g
24.396763,11.076675,2.5462728,0.7259905,0.36547723,-42.77342,-182.38673,-21.616732,89.98453,177.27913,h
36.168213,19.897776,2.7091053,0.7877577,0.1495701,12.567472,-13.557414,61.537006,0.78815454,206.33308,h
62.427784,26.609848,3.2025511,0.2563055,0.2252024,-35.162888,-14.8837185,0.1501166,88.73427,225.55972,h
42.77718,10.60434,2.38115,0.17350641,0.3265359,54.586708,19.84163,5.079244,6.531935,99.544426,g
33.394684,30.535303,2.8620176,0.25135222,0.14391707,-21.942749,-45.157818,-47.089638,2.989286,129.02765,g
26.113977,17.585642,2.5444074,0.31080568,0.14295626,27.044683,46.253834,-5.948143,43.526,185.6672,g
18.451746,12.569117,2.974519,0.22845271,0.13496408,-128.56937,27.88094,5.8892903,1.6923623,162.19588,g
20.581945,9.766487,2.7457354,0.5824363,0.19591624,39.360046,-41.110718,11.571936,21.89635,192.3935,g
31.34133,11.19757,2.7201355,0.24856211,0.24595292,2.3447225,14.520455,-12.240029,3.366767,120.24866,g
34.37664,11.452557,3.2419775,0.26331568,0.19645758,29.899452,44.658207,-10.635076,2.9463003,311.2019,h
26.78031,27.37009,2.9417787,0.2930541,0.1201296,-65.98828,-17.361961,-3.4758933,1.4728706,146.49619,g
27.017305,12.705341,2.597227,0.18220219,0.33306468,-5.9072328,-79.276344,-5.6220107,78.01787,170.82703,h
28.322042,20.449076,2.496156,0.14879954,0.22983037,-103.858864,25.168825,-11.390616,19.979797,197.91109,h
12.6529,14.958615,2.7934864,0.49878797,0.13604957,-17.750895,54.37072,-30.385214,2.9760756,254.46971,h
73.96373,75.0976,2.9824123,0.1676443,0.036465123,-9.3281555,-16.25409,26.334686,32.814144,189.45497,h
80.68584,13.568939,2.6606376,0.54360497,0.37151256,-218.27003,-45.20456,-3.0696921,76.8255,228.91272,h
16.832693,10.489366,2.043443,0.5063386,0.2462229,-19.089468,-191.95964,6.024119,51.70486,189.86014,h
30.880415,15.277437,2.3794026,0.106059946,0.12558456,-25.111513,-77.94441,9.709119,26.111275,95.30977,g
74.60009,53.746338,2.6410751,0.21239787,0.17602085,30.559238,-131.87706,15.096344,44.24215,196.05899,g
29.170132,18.618305,2.2377071,0.36493862,0.20725621,9.272615,-10.093437,-45.723442,19.928797,70.63246,h
39.554657,6.9831495,2.7154133,0.40386158,0.10677301,1.824391,-9.167723,-5.450378,39.445774,89.59753,h
32.68076,8.940826,2.7577145,0.27983665,0.102252595,4.045456,24.773626,-15.202269,16.236832,150.65884,g
64.43981,28.30685,2.755151,0.58326966,0.34008276,-64.14273,25.243603,9.429179,0.014637481,274.40848,g
17.269697,19.0839,2.4714255,0.52173567,0.34407425,64.1978,236.65364,17.136293,0.25255394,210.62547,g
29.35558,18.933336,2.6773615,0.6349781,0.18589905,-8.464491,-190.88066,-14.448741,10.497193,172.15166,h
21.312946,7.32208,2.7017937,0.2892821,0.44708303,-112.35168,-129.15636,28.014988,0.7908332,280.00775,h
27.496017,45.73181,3.0069563,0.12813394,0.10500545,-66.17556,-34.305153,-23.78497,76.770294,246.3612,h
37.19349,23.451971,3.0755565,0.051113922,0.1359489,2.9910212,186.85039,66.305916,32.82907,98.41614,g
25.997545,18.867504,2.5156295,0.6410722,0.14648046,39.831463,-121.57398,-14.707894,14.141596,151.73001,g
40.41856,26.075668,2.1091032,0.20606552,0.16083334,4.460846,32.67677,-86.528725,82.55304,156.77206,h
