LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
140000.0,2,2,2,42.0,0,0,0,0,0,0,127547.086,105224.43,112477.7,106742.47,121258.664,108286.76,4000.0,5000.0,4694.941,4891.7646,4726.78,3626.854,1
300000.0,2,1,1,38.0,-1,-1,-1,-1,-2,-1,780.0,0.0,4525.4624,0.0,-481.0229,18754.793,0.0,4974.7783,0.0,0.0,12811.027,3000.0,0
20000.0,1,2,1,37.0,0,0,0,0,0,0,11483.429,14833.276,15821.954,17676.174,16081.321,15840.232,1060.2605,1299.4384,1000.0,726.42914,758.0046,3000.0,1
50000.0,1,2,2,29.0,0,0,2,2,0,0,49361.88,55871.703,50101.016,47552.504,27274.953,23237.066,5000.0,0.0,3000.0,750.7488,792.51215,2200.0,0
170000.0,2,1,2,41.0,0,0,0,0,0,0,214938.02,174258.42,177066.3,163890.88,169801.86,171899.61,7141.7544,7401.6978,5184.531,5775.674,5221.579,6000.0,1
180000.0,1,3,1,38.0,1,-1,2,-1,-1,0,324.2044,2193.5928,214.36401,3198.6248,994.36896,0.0,2007.2134,0.0,4018.0366,794.56433,0.0,0.0,0
50000.0,2,2,1,45.0,0,0,0,0,0,0,14841.058,8666.576,7627.0493,5095.0376,7542.014,5484.336,1854.975,1419.462,1963.0459,1500.8789,3002.4177,1517.9708,0
340000.0,1,1,1,78.88855,0,-1,0,0,0,0,231062.27,70189.17,52062.645,55243.047,57072.434,43539.9,15424.782,2912.2227,2333.5051,2000.0,1477.9429,1000.0,0
80000.0,2,2,2,24.0,0,0,0,0,0,0,62219.39,60324.883,28606.844,22165.22,22115.48,29391.297,4602.5093,2500.0,3481.0396,3000.0,11081.239,5000.0,1
180000.0,2,1,1,37.0,-1,-1,-1,-1,-1,-1,1254.8242,912.67126,720.7128,2511.2217,390.0,8054.5493,1289.5691,703.93036,3000.0,677.4482,7815.177,393.45734,1
350000.0,2,2,2,29.0,1,-1,0,0,0,0,101779.555,371033.8,455839.78,464317.72,368050.88,342864.84,206412.34,18713.43,19291.707,15029.257,9671.306,15000.0,0
260000.0,2,2,1,27.0,0,0,0,0,0,0,234355.97,241506.4,215264.44,213736.92,232824.55,232326.72,10063.553,10193.723,8812.308,9404.566,8681.575,8749.126,1
150000.0,1,1,1,48.0,-2,-2,-2,-2,-2,-2,0.0,3743.3997,0.0,0.0,0.0,0.0,3505.1792,0.0,0.0,0.0,0.0,396.0,1
20000.0,2,2,2,24.0,0,0,0,0,0,0,19849.4,18345.781,18309.75,20221.18,20599.518,20088.666,1446.5297,1610.5459,1280.4135,3195.6104,922.98114,800.0,0
100000.0,1,2,2,24.0,0,0,0,0,0,0,79283.83,78039.36,80331.94,80001.03,73648.77,57074.855,3500.0,3310.7957,2750.0269,2000.0,2792.94,1000.0,0
220000.0,1,1,2,31.0,-1,-1,-1,-1,-1,-1,390.0,3717.2659,0.0,388.70752,4810.86,812.58325,3026.2026,0.0,697.9732,5000.0,566.7277,1300.0,0
340000.0,1,1,2,37.0,-2,-2,-1,0,0,0,2468.8538,398.17657,17464.824,15177.606,14176.925,15065.349,1000.0,20394.646,0.0,600.0,6015.6675,5836.8223,0
90000.0,2,1,2,42.0,0,-1,2,0,0,-1,5996.028,19436.059,9982.885,6925.3784,4907.2983,592.28754,24961.152,0.0,0.0,279.6467,409.23328,3053.3555,0
160000.0,2,1,2,37.0,0,0,0,-2,-2,-2,3215.7998,1928.0063,0.0,0.0,780.0,0.0,1300.0,0.0,0.0,2000.0,0.0,0.0,0
10000.0,1,2,2,22.0,0,0,0,0,0,-1,5393.9463,5105.097,7536.686,7926.5005,10093.917,4453.894,1080.9708,1222.2288,794.6567,2000.0,5090.9062,0.0,0
30000.0,1,2,2,34.0,-1,-1,-1,-1,-1,-1,780.0,363.17307,663.4354,390.0,323.2313,612.9426,390.0,663.72015,396.16858,336.87823,553.4679,598.5147,0
90000.0,2,2,1,36.0,0,0,0,0,0,0,58916.734,55748.77,59489.902,63490.79,50842.664,44725.766,2000.0,2322.123,2617.2192,8094.0024,2500.0,1577.2643,0
150000.0,2,1,2,32.0,-2,-2,-2,-1,-1,0,390.0,0.0,2335.169,1765.4973,28614.336,22931.52,0.0,2128.6836,1409.6675,29703.348,3157.1143,30752.684,0
30000.0,1,1,2,24.0,0,0,2,0,0,0,33196.137,43661.355,15377.628,17900.766,18369.818,15985.495,3000.0,0.0,929.4045,782.9407,1000.0,600.0,0
190000.0,2,1,2,32.0,-1,-1,-1,-1,-1,-1,1495.0062,6308.2744,0.0,7361.6025,3371.1423,9735.62,6118.401,0.0,8000.189,6000.0,7630.7583,12688.008,0
20000.0,2,3,2,47.0,1,2,2,2,2,2,16697.451,16063.422,16577.465,16415.81,16558.22,15041.953,0.0,2271.7354,0.0,2214.7185,0.0,0.0,0
80000.0,2,1,2,26.0,2,0,0,0,0,0,71932.57,69838.484,71679.164,64486.562,66326.414,58964.79,3029.3884,3103.343,2500.0,2000.0,1832.3284,1000.0,1
90000.0,1,1,2,36.0,2,3,2,2,2,2,84114.51,80962.984,85824.34,100388.234,88907.41,90802.93,0.0,4110.884,4690.609,1000.0,5000.0,4791.039,0
450000.0,1,4,1,39.0,3,2,0,0,0,0,468910.2,449093.88,360336.06,279124.53,305873.16,291271.47,6794.985,11601.848,9288.758,10240.526,14991.307,9012.254,1
450000.0,1,1,1,32.0,-1,-1,2,-1,0,-1,3781.0818,7211.2827,7767.1055,31175.814,52055.516,945.9946,6000.0,1361.2899,29622.475,1048.9733,1069.1115,3602.7654,0
60000.0,1,3,2,25.0,0,0,0,0,0,0,52939.777,52072.273,61488.51,0.0,961.6388,914.11365,5587.5474,3398.675,0.0,1500.0,380.38892,2000.0,0
70000.0,2,2,2,25.0,-1,0,2,2,2,2,49711.816,51568.938,50144.89,49050.51,46933.883,45097.31,6837.276,2500.731,2481.611,2630.8806,700.0,952.93427,0
100000.0,2,2,1,36.0,1,2,0,0,0,0,85652.63,84986.65,82983.38,80428.76,86514.125,82439.89,1700.8131,4000.0,3000.0,2899.7947,3566.2546,4000.0,0
50000.0,1,2,2,39.0,0,0,0,0,0,0,22455.766,24901.719,18620.877,18447.152,19720.867,19710.002,1213.8114,1379.677,1024.7639,901.0634,892.1942,796.3731,0
200000.0,2,1,2,29.0,0,0,0,0,0,0,19839.19,23266.273,26174.521,27942.344,26916.096,28713.664,1807.0317,2000.0,1200.0,1200.0,1194.7192,1146.0299,1
50000.0,2,1,1,37.0,2,2,0,0,0,2,7282.955,7685.0938,8891.239,9541.212,12219.508,11964.034,0.0,1356.5682,650.9449,1767.5455,566.74884,1422.085,1
80000.0,1,2,2,36.0,0,0,0,0,0,0,54810.64,58284.926,42748.85,28858.842,8020.0806,2947.0095,3000.0,3560.8213,2011.6383,390.0,2000.0,0.0,0
220000.0,2,2,2,35.0,-1,-1,-1,-1,-1,-1,714.27185,840.41315,473.04437,1318.6951,1223.1865,804.95276,681.76715,534.1167,1500.0,1000.0,843.855,912.32367,0
180000.0,2,1,2,27.0,-2,-2,-2,-2,-2,-2,239.62653,0.0,1982.3242,819.02277,390.0,603.2132,0.0,2000.0,1000.0,452.63336,799.5688,2000.0,0
360000.0,2,1,1,44.0,-1,0,0,-2,-2,-2,8226.165,17255.037,0.0,0.0,0.0,0.0,11000.0,0.0,0.0,0.0,0.0,5000.0,0
220000.0,2,1,2,29.0,0,0,0,0,0,0,47073.945,48876.72,34824.297,32557.467,26383.938,5895.702,2246.897,1500.0,2000.0,2309.0872,2800.0,0.0,0
170000.0,1,1,1,33.0,0,0,0,0,0,0,89215.22,99437.5,93460.734,96905.62,92547.2,95435.89,3500.0,4941.6514,3210.4905,5000.0,3500.0,4508.2563,0
260000.0,1,2,2,57.0,-1,-1,-1,-1,-1,-1,431.81622,1895.2809,0.0,360.2529,0.0,16878.408,2100.5515,0.0,289.71347,0.0,16183.043,598.0295,0
30000.0,1,1,2,23.0,0,0,0,0,0,-2,10158.068,3221.7734,2578.3372,755.0042,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0
60000.0,2,2,2,37.0,2,0,0,0,0,0,51792.508,50805.316,57415.535,54674.594,48240.88,47897.742,1894.912,2000.0,2473.9934,1746.9542,1161.1174,1750.9396,0
280000.0,2,1,1,45.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
310000.0,2,3,1,31.0,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,398.49646,0.0,0.0,0.0,0.0,647.1722,0.0,0
60000.0,2,2,2,26.0,0,0,0,0,0,0,27124.701,23465.576,23176.379,25160.422,23573.688,21501.129,2002.3826,2000.0,2000.0,1350.4006,1000.0,2000.0,0
159219.5,2,2,1,35.0,0,0,0,2,0,0,149968.45,157966.78,141791.42,127036.79,131293.48,111598.64,7000.0,10000.0,0.0,5349.2383,4746.475,5206.7417,1
30000.0,2,2,2,24.0,4,7,0,0,2,2,42821.25,18919.135,19560.773,19671.215,19604.826,22854.398,0.0,1643.5026,2000.0,0.0,2000.0,0.0,0
30000.0,2,2,2,22.0,0,0,2,0,0,0,3266.1597,4319.866,4633.904,5682.4146,3089.158,4259.9487,1473.9335,1000.0,1500.0,0.0,1256.9381,500.0,1
295010.06,1,3,1,45.0,0,0,0,0,0,0,111241.94,96581.34,67391.58,69925.55,67049.88,66704.414,3491.4146,2094.0322,2100.3042,2486.873,2200.0,2099.5068,0
96186.45,1,2,2,37.0,-1,-1,-1,-1,0,-1,743.5583,1180.9365,1383.0599,13261.014,8212.011,1900.5167,1289.2355,1247.2089,11932.708,0.0,2500.0,0.0,0
30000.0,1,1,2,29.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120000.0,1,1,2,32.0,2,2,2,0,0,0,26269.557,33370.016,28751.348,34442.184,43381.977,32460.74,2000.0,0.0,4000.0,2000.0,1470.0616,806.3186,1
50000.0,1,2,2,31.0,0,0,0,-2,-2,-2,10909.412,5004.54,3932.985,0.0,0.0,0.0,1290.2035,1000.0,0.0,0.0,0.0,2200.51,0
160000.0,2,2,2,32.27394,0,0,0,0,0,0,126879.67,129445.62,101331.11,85847.07,87653.76,98454.055,5025.765,3054.6038,3944.758,3038.6572,6443.9097,13005.203,0
240000.0,1,2,1,44.0,-1,-1,-1,-1,-1,-1,5988.778,8950.871,28313.982,10817.529,9732.895,0.0,9586.752,25290.178,12151.508,10000.117,0.0,3000.0,0
20000.0,2,1,2,23.0,0,0,0,0,0,0,17035.352,16567.719,17856.992,16243.955,15317.345,15912.388,1726.7134,1885.1586,325.34656,390.0,370.69913,108.49416,0
20000.0,2,2,2,22.0,2,0,0,-1,0,2,7517.597,7401.4355,2665.0625,4223.7266,9724.166,9352.904,1297.5762,1000.0,3000.0,2000.0,325.5375,500.0,1
210000.0,2,3,1,40.0,0,0,0,0,0,0,27214.67,25903.191,28354.969,29298.69,32704.4,34205.242,3940.387,6000.0,3200.0,4978.586,3718.055,3700.0,0
70000.0,1,2,2,39.0,0,0,0,0,0,0,34632.92,24125.152,18280.28,19464.492,20120.344,19562.697,4521.3853,8631.5205,4681.382,6165.3022,5339.4463,3802.7104,0
30000.0,1,2,1,30.0,0,0,2,2,2,0,26494.434,28356.879,28837.248,28829.188,27222.666,23772.393,2000.0,3844.7651,872.9147,0.0,977.92236,1046.6462,0
300000.0,2,1,2,50.0,0,0,0,2,2,0,185390.47,266772.03,280626.94,253578.23,154251.47,167662.86,54446.703,21099.785,15906.149,0.0,5000.0,4661.932,0
150000.0,1,3,1,39.0,0,0,0,0,0,2,37506.3,39986.883,32714.51,38475.508,49029.83,47617.438,2000.0,2000.0,2000.0,6507.627,1400.0,2000.0,1
310000.0,1,1,2,33.0,1,-1,0,0,0,0,14111.145,38548.254,56666.29,25119.006,780.0,-115.21615,33419.54,20031.912,5000.0,900.0,7391.831,9715.095,0
37264.098,2,2,3,48.0,1,2,2,2,0,0,9308.584,9812.348,10699.546,12561.218,10475.395,14137.174,0.0,2281.4214,0.0,921.4591,1000.0,2000.0,1
20000.0,1,2,2,33.0,0,0,0,0,0,2,14653.439,17883.902,17785.76,16683.744,17005.094,15470.4,1449.2831,1369.07,1000.0,1500.0,500.0,1964.2462,1
170000.0,1,2,2,28.0,0,-1,-1,-1,-1,-2,502.3232,7554.2236,1566.1825,618.3269,0.0,0.0,7226.7744,1500.0,600.0,0.0,0.0,0.0,0
60000.0,2,3,2,33.0,0,0,0,-1,0,0,15719.6875,2732.2075,7647.663,3847.8188,1978.9916,1683.9943,2000.0,2800.0,5008.595,0.0,0.0,0.0,0
170000.0,2,1,1,53.0,0,0,0,0,0,0,22460.846,24881.295,24596.883,25492.668,28418.979,25850.945,2036.017,2113.5876,1400.5369,805.5473,1000.0,732.9929,1
140000.0,2,2,1,43.0,-1,0,0,0,0,0,137831.78,95500.02,86104.984,43969.477,24423.406,24128.639,3472.3552,3500.7166,2662.6873,1396.8536,5000.0,61624.43,0
180000.0,2,1,1,46.678345,0,0,0,0,2,0,186374.94,163465.8,138359.55,127816.58,18960.463,47807.367,8186.7114,7049.9097,6048.3896,0.0,10000.0,396.0,0
230000.0,2,1,2,28.0,2,0,0,0,0,0,233623.31,237269.19,217596.92,212238.77,235001.61,220550.9,8487.425,8123.0684,7231.3774,7978.689,7507.816,9933.89,0
390000.0,2,2,1,28.0,1,2,0,0,0,0,277498.06,270448.47,304223.6,272235.66,244475.16,241262.17,0.0,11380.752,11718.535,7129.5225,9139.876,10208.857,0
30000.0,1,1,1,34.0,0,0,0,0,0,2,15979.141,20360.967,19286.637,16636.943,19104.62,16472.312,1893.2672,1300.0,678.8342,2140.6611,726.7219,0.0,0
30000.0,2,2,3,30.0,0,0,0,0,0,-1,27664.52,24068.979,16376.301,14721.027,14591.564,1200.4685,2174.685,1800.0,201.9233,3195.7124,1000.0,5105.37,1
50000.0,1,2,2,24.0,-1,0,2,0,0,2,1528.874,2673.4358,3277.1433,3495.6245,7596.1694,9366.508,2500.0,0.0,1000.0,4693.5254,0.0,1000.0,1
190000.0,2,2,2,34.0,1,-1,0,-1,-1,-1,436.0495,7581.393,11819.896,3124.4575,750.64764,5524.892,8392.834,4000.0,3605.6584,1000.0,5421.5186,0.0,0
100000.0,2,3,2,25.0,0,0,0,0,0,0,47226.656,47796.47,50925.004,58949.2,61521.027,53467.44,3710.403,6276.0356,4595.557,3352.5051,5453.066,3500.0,0
30000.0,1,1,2,24.0,0,0,0,0,0,0,29761.598,18980.453,18804.664,15948.018,15151.462,13883.995,2000.0,1200.0,385.5372,1000.0,800.0,1500.0,0
120000.0,2,2,2,30.0,0,0,0,0,0,0,119857.9,120334.4,78074.92,72340.984,80728.37,80309.77,4500.0,7982.1187,3485.1672,3938.6003,3500.0,3500.0,0
10000.0,1,2,2,26.0,0,0,0,0,0,0,8312.714,2972.5981,3604.634,3233.4326,1257.9072,1509.5931,1500.0,1000.0,2652.0981,0.0,102.12214,0.0,0
140000.0,1,2,1,35.0,0,0,0,-1,0,0,4980.7715,2693.5698,0.0,18413.89,18903.535,20021.191,1000.0,0.0,11252.956,1156.161,821.3332,1261.4962,0
20000.0,2,2,2,45.0,2,0,0,0,0,2,15241.66,13590.251,10454.049,8711.015,12435.148,12399.318,1395.1993,1122.7416,448.82788,2269.3638,0.0,778.1222,1
